disasterNumber,damagedCity,damagedStateAbbreviation,damagedZipCode,householdComposition,grossIncome,specialNeeds,ownRent,residenceType,homeOwnersInsurance,floodInsurance,inspected,rpfvl,habitabilityRepairsRequired,destroyed,waterLevel,highWaterLocation,floodDamage,foundationDamage,foundationDamageAmount,roofDamage,roofDamageAmount,tsaEligible,tsaCheckedIn,rentalAssistanceEligible,rentalAssistanceAmount,repairAssistanceEligible,repairAmount,replacementAssistanceEligible,replacementAmount,sbaEligible,renterDamageLevel,rentalAssistanceEndDate,rentalResourceCity,rentalResourceStateAbbreviation,rentalResourceZipCode,primaryResidence,personalPropertyEligible,ppfvl,censusBlockId,id,censusYear
4339,CAMUY,PR,627.0,5.0,1560.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,114.98,720273204011007.0,271e8882-dbee-4a28-83bb-d52d7b6b4916,2010.0
4337,MIAMI,FL,33135.0,1.0,33600.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860053043007.0,cc7f630f-b580-47ce-be11-1014d10a884f,2010.0
4337,FORT MYERS,FL,33908.0,1.0,30000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120710019074021.0,991afc19-4835-4adc-93fb-e41d5ddb5227,2010.0
4337,TAMPA,FL,33604.0,1.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,341.7,120570008001041.0,f2f1579d-da34-4169-a4e0-538a018d34d1,2010.0
4339,GUAYNABO,PR,69.0,2.0,77000.0,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,,ed050388-0702-4581-a3ce-ebdbba57d88e,
4611,LIVINGSTON,LA,70754.0,4.0,64000.0,0.0,Owner,Mobile Home,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220630402023055.0,d190f5d5-9587-4aef-acfe-e35bb4a3fee0,2020.0
4611,GRAY,LA,70359.0,6.0,155610.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220570219031016.0,e68ad729-e8c2-4ab1-8270-84045c795652,2020.0
4332,HOUSTON,TX,77089.0,2.0,50000.0,0.0,Owner,Townhouse,0.0,0.0,1.0,7022.28,1.0,0.0,26.0,,1.0,0.0,,0.0,,1.0,0.0,1.0,1742.0,1.0,7022.28,0.0,,1.0,,,,,,1.0,0.0,3664.51,482013505002001.0,b8890a0d-4b74-4b54-997e-8ecfa0e8d8f8,2010.0
4332,HEMPHILL,TX,75948.0,4.0,60000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,484039501002181.0,664f77b6-8178-4d07-b396-86ed3dd086c6,2010.0
4332,CORPUS CHRISTI,TX,78411.0,1.0,27000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,483550034011004.0,c938c829-68e2-4c13-9d74-9f5ae05c2411,2010.0
4337,ORLANDO,FL,32811.0,1.0,17000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1.0,341.7,120950146051029.0,a00c8682-d73e-4a42-b295-df140c8fc244,2010.0
4337,FROSTPROOF,FL,33843.0,2.0,53724.0,0.0,Owner,Mobile Home,1.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121050157023080.0,95bcb37e-8278-40c4-9d47-f0a288ccc5d4,2010.0
4337,PALM BAY,FL,32905.0,1.0,40000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120090651232015.0,0af668f5-58c5-4b29-9994-1337c1679e65,2010.0
4337,BRADENTON,FL,34210.0,1.0,22000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,0.0,120810011082000.0,eb0f2c7b-4147-4ff2-8626-55de776820f4,2010.0
4337,ROYAL PALM BEACH,FL,33411.0,2.0,20000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120990078131029.0,e8dac290-137d-4be3-a23a-365880c8984d,2010.0
4332,RICHMOND,TX,77469.0,5.0,156194.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,481576746041006.0,e71e7809-5a9d-4fc8-bfb3-412aec73d29a,2010.0
4337,FORT MYERS,FL,33905.0,2.0,30000.0,0.0,Owner,Condo,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,1.0,920.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120710401101010.0,f3adc8b3-10ac-4620-ae4f-2f413c35cde0,2010.0
4337,PORT RICHEY,FL,34668.0,1.0,25000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121010302041003.0,ee596b74-34e5-4a16-9822-e694b2b86bf9,2010.0
4337,ORLANDO,FL,32818.0,4.0,32000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,1002.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120950123051001.0,a68d29a2-7549-4b2f-af36-c5aa136200f6,2010.0
4339,CAROLINA,PR,983.0,1.0,20000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720310502413009.0,80e7be14-3fcf-409f-bf6c-86d233e1f85b,2010.0
4393,PINE KNOLL SHORES,NC,28512.0,1.0,15774.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,370319710021004.0,1a708d6b-0411-410e-8a14-8145d6ccc4e2,2010.0
4393,SUPPLY,NC,28462.0,5.0,30000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,370190204025014.0,ce34230e-8841-4cc8-a9af-d5f8d8466b07,2010.0
4332,DEER PARK,TX,77536.0,3.0,63000.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482013428001035.0,ef427532-b845-44b4-a08b-a83f45aa008e,2010.0
4337,FORT MYERS,FL,33967.0,3.0,72000.0,0.0,Renter,Townhouse,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120710502041003.0,121efa7d-8b91-41f2-92ec-b8d45baee131,2010.0
4339,COAMO,PR,769.0,2.0,12000.0,1.0,Owner,House/Duplex,0.0,0.0,1.0,8374.09,1.0,0.0,0.0,,0.0,0.0,,1.0,1632.0,1.0,1.0,1.0,6348.0,1.0,8374.09,0.0,,0.0,,2019-09-30T00:00:00.000Z,COAMO,PR,     ,1.0,1.0,5359.77,720439545004011.0,bf4fdde9-ea98-4f12-98bd-6279f059013b,2010.0
4337,ST PETERSBURG,FL,33714.0,4.0,19000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121030246022024.0,a2f169b8-b222-4b52-a201-c622ca6cc730,2010.0
4339,SABANA GRANDE,PR,637.0,1.0,3144.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721219604003016.0,75623b91-d2e7-4640-bdff-7097dd20c2fe,2010.0
4586,CEDAR HILL,TX,75104.0,3.0,19200.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,481130166152023.0,ec7c6440-cd19-47d7-af02-0e8fc1266fd1,2020.0
4586,AUSTIN,TX,78735.0,3.0,85500.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,484530019151023.0,341a2725-b96c-4de3-99cb-96049e760891,2020.0
4337,OCALA,FL,34480.0,2.0,33800.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120830011031144.0,d4690f46-74a9-4a65-a4cf-a42e7de21713,2010.0
4339,SAN JUAN,PR,926.0,1.0,7397.0,0.0,Owner,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721270101001014.0,d519839e-801b-4292-bf6c-d790cfa22f4c,2010.0
4611,ABITA SPRINGS,LA,70420.0,3.0,90635.0,0.0,Owner,House/Duplex,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,221030401052003.0,a083bdf2-99ee-46b4-9c53-463a76d6a8f7,2020.0
4611,NEW ORLEANS,LA,70131.0,3.0,10000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,220710006121027.0,b3e04e08-bc58-431c-ae16-f4b9b9701ecc,2020.0
4337,HANIES CITY,FL,33844.0,1.0,,0.0,Owner,Mobile Home,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121050141054004.0,35ec0a89-60d2-4e43-99fd-b7dd06225fed,2010.0
4586,MARSHALL,TX,75672.0,3.0,15000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482030205021006.0,dc85dd5c-6e99-4336-96ea-3fb4bce272ab,2020.0
4337,FORT MYERS,FL,33905.0,2.0,29120.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120710302023023.0,25f778cd-3ad9-404b-ad9b-ad988a00947c,2010.0
4339,SAN GERMAN,PR,683.0,4.0,18000.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,965.12,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721258407001019.0,22195f0a-1a7e-4aae-bac3-866d653bbe66,2010.0
4339,VIEQUES,PR,765.0,3.0,109164.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,607.23,0.0,0.0,0.0,,0.0,0.0,,1.0,102.46,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721479505003026.0,7f260be8-cff0-44a0-a151-304cfb69a5b2,2010.0
4393,FAYETTEVILLE,NC,28314.0,1.0,2400.0,1.0,Owner,Mobile Home,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,370510033141000.0,ea236d3d-4290-46eb-9843-515d038a0b29,2010.0
4337,LADY LAKE,FL,32159.0,3.0,67000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120690304071011.0,b9bc6bbb-604d-4aee-a04f-80cb0beb1599,2010.0
4337,LEHIGH ACRES,FL,33976.0,5.0,90000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120710403022000.0,f7cab420-e5b4-4b44-90ae-4e1f9422e0fb,2010.0
4337,ST. CLOUD,FL,34769.0,4.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120970436001099.0,fd23c56a-003a-4df0-beb0-c0c3f6487e93,2010.0
4339,SAN JUAN,PR,912.0,1.0,20220.0,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,721270026002007.0,8c111a46-8cbb-4b21-8eff-574c3143fa2c,2010.0
4339,CAROLINA,PR,985.0,2.0,10000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720310508122012.0,686cc1e0-97e3-453e-beb0-3422119d80e4,2010.0
4339,PONCE,PR,730.0,2.0,2580.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,1.0,790.0,1.0,1730.0,0.0,,0.0,,,,,,1.0,1.0,0.0,721130730093014.0,6538a9b2-eb7d-4ea5-829b-e1e55aed00ea,2010.0
4332,HOUSTON,TX,77028.0,4.0,16000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,14.0,,1.0,0.0,,0.0,,1.0,1.0,1.0,3904.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,1.0,7780.59,482012310001016.0,01871e28-2f0e-463d-b1ec-ec3dd5fdbce6,2010.0
4337,FORT LAUDERDALE,FL,33311.0,1.0,30000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120110309031039.0,4523d309-4566-46b0-9928-48e1af9cb114,2010.0
4337,MIAMI,FL,33174.0,1.0,,0.0,Owner,Condo,1.0,1.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,120860090061020.0,e415a3e4-82e3-4893-9f81-761847612bee,2010.0
4339,SAN JUAN,PR,924.0,2.0,19000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721270051022010.0,96a7df2d-87d3-4248-8154-f92e50d02b0e,2010.0
4339,BAYAMON,PR,961.0,1.0,30000.0,0.0,Owner,Townhouse,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,553.0,0.0,,0.0,,1.0,,,,,,1.0,0.0,,,db13b0c3-2c08-46e3-9bf4-4ade13ab9cc9,
4339,COAMO,PR,769.0,4.0,8244.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720439539002080.0,c15218e1-f371-4080-a9f8-cd9110ab1819,2010.0
4559,SULPHUR,LA,70663.0,1.0,30000.0,0.0,Renter,Mobile Home,0.0,0.0,1.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,220190023002011.0,47bef79c-8ac3-4fe3-9865-33dcd56fd0b3,2020.0
4586,CLEVELAND,TX,77327.0,2.0,36000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,3670.12,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1936.0,1.0,3670.12,0.0,,0.0,,,,,,1.0,0.0,43.42,482917003022001.0,6992bdac-1a45-4203-9030-66c1559c664e,2020.0
4337,MELBOURNE,FL,32904.0,2.0,20000.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120090650213051.0,fb7e9dd9-7bf2-4812-ae0b-9d968a8af2d1,2010.0
4337,OCALA,FL,34480.0,2.0,90000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120830023021014.0,6121ec01-e6cd-439a-812d-3ad1d24c6654,2010.0
4339,OROCOVIS,PR,720.0,2.0,,0.0,Renter,Apartment,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,1.0,864.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,1560.3,721079549021019.0,6fb13ca3-9437-47bb-8538-4409123e27b7,2010.0
4339,NAGUABO,PR,718.0,2.0,9600.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,2056.02,,d40e25e9-29ea-4dba-852a-c0f327bf4c2e,
4611,METAIRIE,LA,70001.0,1.0,26000.0,0.0,Renter,Condo,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,1.0,1.0,2915.0,0.0,,0.0,,1.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,724.55,220510299001000.0,bb9e7e72-c3b3-42df-afb0-709e5ee5a825,2020.0
4611,MANDEVILLE,LA,70471.0,2.0,70000.0,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,221030407121066.0,726c31a1-7f15-46b3-afdb-eb0d1c27db33,2020.0
4332,KATY,TX,77449.0,4.0,45000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482015421022021.0,a1faf87b-5967-4358-87ca-928041bc252a,2010.0
4337,ORANGE PARK,FL,32065.0,1.0,,0.0,Owner,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120190309024019.0,8c3f24a2-c1db-4b8c-b068-51c20c47925c,2010.0
4337,SAN MATEO,FL,32187.0,1.0,14000.0,0.0,Renter,Mobile Home,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,1.0,0.0,1.0,698.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121079511002030.0,f4f592bc-3353-4a8c-a870-4731603bbb7e,2010.0
4337,WEST PALM BEACH,FL,33415.0,4.0,15000.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,499.5,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120990040091012.0,fd51fe7d-3af3-4048-8c9c-c01166006ef9,2010.0
4399,PANAMA CITY,FL,32409.0,7.0,28704.0,0.0,Owner,Mobile Home,0.0,0.0,1.0,741.92,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,89.99,120050002011086.0,1ee3357c-78fe-4ad4-9861-a99047ba7567,2010.0
4337,MIAMI,FL,33142.0,1.0,8820.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860025011010.0,bbf92842-ffb9-4c53-91f4-25d7d20c43a6,2010.0
4339,QUEBRADILLAS,PR,678.0,3.0,4800.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,26.06,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,721153302002012.0,9e5a2a1d-7c49-4c09-98cc-697bb7f549ff,2010.0
4339,BAYAMON,PR,956.0,1.0,9576.0,0.0,Unknown,House/Duplex,1.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,720210323022002.0,c148827f-a88f-4103-9cf0-177ba2471148,2010.0
4339,CATANO,PR,962.0,2.0,60000.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,176.44,0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,720330204251001.0,650c33c5-6cf5-4a7a-9651-f69c477e528f,2010.0
4559,DERIDDER,LA,70634.0,4.0,37973.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,2008.0,0.0,,0.0,,0.0,Renter-Moderate Damage(Renter No Cost),,,,,1.0,0.0,199.99,220119602002016.0,4dfe830e-8afc-44d7-9118-eda9456aac8f,2020.0
4337,ST. PETERSBURG,FL,33705.0,1.0,20000.0,0.0,Renter,House/Duplex,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121030202023020.0,97b63eb5-86a6-41d4-be47-d2fc75970b7d,2010.0
4337,MIAMI,FL,33155.0,1.0,9204.0,0.0,Renter,Other,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,120860085012001.0,14a865b7-e699-4039-9804-f434b5e4847f,2010.0
4337,HOMESTEAD,FL,33032.0,1.0,8820.0,0.0,Owner,House/Duplex,1.0,0.0,1.0,1665.0,0.0,0.0,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,1.0,341.7,120860107034026.0,6c9db04a-e972-4caf-87da-7b4aa9cc0a17,2010.0
4337,MIAMI,FL,33125.0,5.0,,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120860050022011.0,cc0ebe8d-a67d-40ca-8731-acf2ff5bf05d,2010.0
4339,BAYAMON,PR,956.0,4.0,49572.0,0.0,Owner,House/Duplex,0.0,0.0,1.0,2107.59,1.0,0.0,0.0,,0.0,0.0,,1.0,1261.48,1.0,0.0,1.0,1486.0,1.0,2107.59,0.0,,0.0,,,,,,1.0,1.0,499.36,720210316323000.0,d5675458-751f-4536-846a-ee737b7266ee,2010.0
4611,NEW ORLEANS,LA,70131.0,1.0,17062.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,1.0,1061.0,0.0,,0.0,,0.0,,,,,,1.0,0.0,48.26,220710006152002.0,1b6e1bff-8d69-47d3-89a0-eae86ee9c911,2020.0
4332,BEAUMONT,TX,77705.0,1.0,10800.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482450026001014.0,7e369c4b-6a6c-4b38-82dd-f641b33505eb,2010.0
4337,SUNRISE,FL,33313.0,1.0,55000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,120110602081002.0,2d8074f6-373f-4a06-a03b-b6484c810acf,2010.0
4337,TREASURE ISLAND,FL,33706.0,1.0,,0.0,Owner,House/Duplex,1.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,121030279042001.0,db2d0c7a-9e3f-42eb-b4b9-88916ceca5df,2010.0
4586,HOUSTON,TX,77041.0,2.0,22000.0,0.0,Renter,Apartment,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,,482015401022003.0,07367415-494b-4805-a63b-f26d7d0f0f4b,2020.0
4332,HOUSTON,TX,77089.0,1.0,55000.0,0.0,Owner,House/Duplex,1.0,1.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,482013505003023.0,b9d64f8e-f169-4774-a557-21e47fa4dc5d,2010.0
4332,TEXAS CITY,TX,77591.0,3.0,13000.0,0.0,Renter,House/Duplex,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,481677231002004.0,4da13ab8-5d4f-43d9-badc-997a49b79d17,2010.0
4337,CLEARWATER,FL,33765.0,2.0,14400.0,0.0,Renter,Apartment,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,1.0,0.0,0.0,121030266022029.0,32148458-bfa4-4e7f-a7b2-2286f48df1f1,2010.0
